suite,task,optimizer,trial_index,hyperparameters,mean_final_val_loss,mean_best_val_loss,mean_final_val_accuracy,mean_best_val_accuracy,mean_steps_to_target_loss,mean_steps_to_target_accuracy,mean_runtime_seconds,loss_variance,divergence_rate,selection_score
tuning,breast_cancer_mlp,blockwise_consensus_direction_optimizer,1,"{""block_strategy"": ""smart_bcdo"", ""coherence_weight"": 0.18, ""conflict_penalty"": 0.12, ""consensus_matrix_mix"": 0.14, ""consensus_memory_mix"": 0.38, ""conv_coherence_weight"": 0.22, ""conv_consensus_bonus"": 0.0, ""conv_consensus_matrix_mix"": 0.12, ""conv_consensus_memory_mix"": 0.44, ""conv_energy_power"": 0.58, ""conv_energy_power_bonus"": 0.15, ""conv_fallback_relaxation"": 0.0, ""conv_lr_scale"": 0.88, ""conv_matrix_consensus_bonus"": 0.04, ""conv_max_update_ratio"": 0.1, ""conv_memory_bonus"": 0.0, ""conv_small_matrix_cutoff"": 768, ""conv_stability_weight"": 0.2, ""conv_stable_consensus_bonus"": 0.08, ""conv_step_floor"": 0.82, ""conv_support_bank_weight"": 0.25, ""conv_support_channel_weight"": 0.4, ""conv_support_power"": 1.0, ""conv_support_spatial_weight"": 0.35, ""cost_penalty_weight"": 0.02, ""descent_weight"": 0.52, ""dimension_power"": 0.06, ""energy_decay"": 0.97, ""energy_power"": 0.5, ""fallback_threshold"": 0.06, ""grad_decay"": 0.97, ""improvement_weight"": 0.04, ""lr"": 0.015, ""magnitude_mode"": ""energy_normalized"", ""matrix_candidate_mode"": ""row_column_consensus"", ""matrix_consensus_bonus"": 0.05, ""max_scale"": 1.45, ""max_update_ratio"": 0.16, ""memory_decay"": 0.88, ""min_scale"": 0.82, ""oscillation_penalty"": 0.12, ""recoverability_drop_fraction"": 0.1, ""recoverability_interval"": 8, ""recoverability_keep_ratio"": 0.5, ""recoverability_noise_scale"": 0.02, ""recoverability_samples"": 0, ""recoverability_weight"": 0.0, ""recovery_threshold"": 0.55, ""row_column_energy_weight"": 0.55, ""row_column_mix"": 0.6, ""selection_mode"": ""winner_take_all"", ""selection_temperature"": 0.25, ""small_matrix_cutoff"": 1024, ""smooth_decay"": 0.96, ""stability_weight"": 0.16, ""stable_consensus_bonus"": 0.1, ""trust_decay"": 0.9, ""use_conv_structure_support"": true, ""use_gradient_candidate"": true, ""use_low_rank_candidate"": true, ""use_recoverability_gate"": false, ""use_stable_consensus_candidate"": true, ""use_trusted_direction_candidate"": true, ""use_typed_profiles"": true, ""weight_decay"": 0.0}",0.38740525394678116,0.10441078059375286,0.9138020873069763,0.97265625,56.0,14.0,4.97173254203517,0.02998035080673041,0.0,0.9607161544002881
tuning,breast_cancer_mlp,blockwise_consensus_direction_optimizer,2,"{""block_strategy"": ""tensor"", ""coherence_weight"": 0.26, ""conflict_penalty"": 0.08, ""consensus_matrix_mix"": 0.14, ""consensus_memory_mix"": 0.5, ""conv_coherence_weight"": 0.18, ""conv_consensus_bonus"": 0.0, ""conv_consensus_matrix_mix"": 0.16, ""conv_consensus_memory_mix"": 0.5, ""conv_energy_power"": 0.5, ""conv_energy_power_bonus"": 0.1, ""conv_fallback_relaxation"": 0.0, ""conv_lr_scale"": 0.88, ""conv_matrix_consensus_bonus"": 0.04, ""conv_max_update_ratio"": 0.08, ""conv_memory_bonus"": 0.0, ""conv_small_matrix_cutoff"": 768, ""conv_stability_weight"": 0.24, ""conv_stable_consensus_bonus"": 0.06, ""conv_step_floor"": 0.74, ""conv_support_bank_weight"": 0.25, ""conv_support_channel_weight"": 0.3, ""conv_support_power"": 0.75, ""conv_support_spatial_weight"": 0.2, ""cost_penalty_weight"": 0.04, ""descent_weight"": 0.52, ""dimension_power"": 0.12, ""energy_decay"": 0.94, ""energy_power"": 0.5, ""fallback_threshold"": 0.12, ""grad_decay"": 0.99, ""improvement_weight"": 0.0, ""lr"": 0.012, ""magnitude_mode"": ""energy_normalized"", ""matrix_candidate_mode"": ""row_column_consensus"", ""matrix_consensus_bonus"": 0.05, ""max_scale"": 1.3, ""max_update_ratio"": 0.1, ""memory_decay"": 0.84, ""min_scale"": 0.75, ""oscillation_penalty"": 0.18, ""recoverability_drop_fraction"": 0.1, ""recoverability_interval"": 8, ""recoverability_keep_ratio"": 0.5, ""recoverability_noise_scale"": 0.02, ""recoverability_samples"": 0, ""recoverability_weight"": 0.0, ""recovery_threshold"": 0.55, ""row_column_energy_weight"": 0.7, ""row_column_mix"": 0.45, ""selection_mode"": ""winner_take_all"", ""selection_temperature"": 0.25, ""small_matrix_cutoff"": 256, ""smooth_decay"": 0.96, ""stability_weight"": 0.1, ""stable_consensus_bonus"": 0.1, ""trust_decay"": 0.9, ""use_conv_structure_support"": true, ""use_gradient_candidate"": true, ""use_low_rank_candidate"": true, ""use_recoverability_gate"": false, ""use_stable_consensus_candidate"": true, ""use_trusted_direction_candidate"": true, ""use_typed_profiles"": true, ""weight_decay"": 0.0001}",0.3243979290127754,0.133626576513052,0.8804687559604645,0.9609375,126.0,56.0,4.084122540894896,0.047177719775332534,0.0,0.9452159563599282
tuning,breast_cancer_mlp,bcdo_mainline_legacy,1,"{""block_strategy"": ""smart_bcdo"", ""coherence_weight"": 0.18, ""conflict_penalty"": 0.12, ""consensus_matrix_mix"": 0.14, ""consensus_memory_mix"": 0.38, ""conv_coherence_weight"": 0.18, ""conv_consensus_bonus"": 0.0, ""conv_consensus_matrix_mix"": 0.14, ""conv_consensus_memory_mix"": 0.38, ""conv_energy_power"": 0.5, ""conv_energy_power_bonus"": 0.0, ""conv_fallback_relaxation"": 0.0, ""conv_lr_scale"": 1.0, ""conv_matrix_consensus_bonus"": 0.05, ""conv_max_update_ratio"": 1.0, ""conv_memory_bonus"": 0.0, ""conv_small_matrix_cutoff"": 1024, ""conv_stability_weight"": 0.16, ""conv_stable_consensus_bonus"": 0.1, ""conv_step_floor"": 1.0, ""conv_support_bank_weight"": 0.0, ""conv_support_channel_weight"": 0.0, ""conv_support_power"": 1.0, ""conv_support_spatial_weight"": 0.0, ""cost_penalty_weight"": 0.02, ""descent_weight"": 0.52, ""dimension_power"": 0.06, ""energy_decay"": 0.97, ""energy_power"": 0.5, ""fallback_threshold"": 0.06, ""grad_decay"": 0.97, ""improvement_weight"": 0.04, ""lr"": 0.015, ""magnitude_mode"": ""energy_normalized"", ""matrix_candidate_mode"": ""row_column_consensus"", ""matrix_consensus_bonus"": 0.05, ""max_scale"": 1.45, ""max_update_ratio"": 0.16, ""memory_decay"": 0.88, ""min_scale"": 0.82, ""oscillation_penalty"": 0.12, ""recoverability_drop_fraction"": 0.1, ""recoverability_interval"": 8, ""recoverability_keep_ratio"": 0.5, ""recoverability_noise_scale"": 0.02, ""recoverability_samples"": 0, ""recoverability_weight"": 0.0, ""recovery_threshold"": 0.55, ""row_column_energy_weight"": 0.55, ""row_column_mix"": 0.6, ""selection_mode"": ""winner_take_all"", ""selection_temperature"": 0.25, ""small_matrix_cutoff"": 1024, ""smooth_decay"": 0.96, ""stability_weight"": 0.16, ""stable_consensus_bonus"": 0.1, ""trust_decay"": 0.9, ""use_conv_structure_support"": false, ""use_gradient_candidate"": true, ""use_low_rank_candidate"": true, ""use_recoverability_gate"": false, ""use_stable_consensus_candidate"": true, ""use_trusted_direction_candidate"": true, ""use_typed_profiles"": false, ""weight_decay"": 0.0}",0.38740525394678116,0.10441078059375286,0.9138020873069763,0.97265625,56.0,14.0,4.841302208020352,0.02998035080673041,0.0,0.9607161544002881
tuning,breast_cancer_mlp,bcdo_mainline_legacy,2,"{""block_strategy"": ""smart_bcdo"", ""coherence_weight"": 0.18, ""conflict_penalty"": 0.08, ""consensus_matrix_mix"": 0.0, ""consensus_memory_mix"": 0.38, ""conv_coherence_weight"": 0.18, ""conv_consensus_bonus"": 0.0, ""conv_consensus_matrix_mix"": 0.14, ""conv_consensus_memory_mix"": 0.38, ""conv_energy_power"": 0.5, ""conv_energy_power_bonus"": 0.0, ""conv_fallback_relaxation"": 0.0, ""conv_lr_scale"": 1.0, ""conv_matrix_consensus_bonus"": 0.05, ""conv_max_update_ratio"": 1.0, ""conv_memory_bonus"": 0.0, ""conv_small_matrix_cutoff"": 1024, ""conv_stability_weight"": 0.16, ""conv_stable_consensus_bonus"": 0.1, ""conv_step_floor"": 1.0, ""conv_support_bank_weight"": 0.0, ""conv_support_channel_weight"": 0.0, ""conv_support_power"": 1.0, ""conv_support_spatial_weight"": 0.0, ""cost_penalty_weight"": 0.04, ""descent_weight"": 0.6, ""dimension_power"": 0.12, ""energy_decay"": 0.99, ""energy_power"": 0.35, ""fallback_threshold"": 0.0, ""grad_decay"": 0.99, ""improvement_weight"": 0.08, ""lr"": 0.015, ""magnitude_mode"": ""energy_normalized"", ""matrix_candidate_mode"": ""row_column_consensus"", ""matrix_consensus_bonus"": 0.1, ""max_scale"": 1.3, ""max_update_ratio"": 0.16, ""memory_decay"": 0.88, ""min_scale"": 0.75, ""oscillation_penalty"": 0.18, ""recoverability_drop_fraction"": 0.1, ""recoverability_interval"": 4, ""recoverability_keep_ratio"": 0.5, ""recoverability_noise_scale"": 0.02, ""recoverability_samples"": 0, ""recoverability_weight"": 0.0, ""recovery_threshold"": 0.55, ""row_column_energy_weight"": 0.7, ""row_column_mix"": 0.45, ""selection_mode"": ""winner_take_all"", ""selection_temperature"": 0.25, ""small_matrix_cutoff"": 1024, ""smooth_decay"": 0.94, ""stability_weight"": 0.22, ""stable_consensus_bonus"": 0.16, ""trust_decay"": 0.9, ""use_conv_structure_support"": false, ""use_gradient_candidate"": true, ""use_low_rank_candidate"": true, ""use_recoverability_gate"": false, ""use_stable_consensus_candidate"": true, ""use_trusted_direction_candidate"": true, ""use_typed_profiles"": false, ""weight_decay"": 1e-05}",0.3168792948126793,0.14003636315464973,0.8804687559604645,0.9609375,126.0,56.0,4.796685375040397,0.04594188206109682,0.0,0.9446367695814802
tuning,breast_cancer_mlp,bcdo_cnn_reference,1,"{""block_strategy"": ""smart_bcdo"", ""coherence_weight"": 0.22, ""conflict_penalty"": 0.12, ""consensus_matrix_mix"": 0.12, ""consensus_memory_mix"": 0.44, ""conv_consensus_bonus"": 0.12, ""conv_energy_power_bonus"": 0.15, ""conv_fallback_relaxation"": 0.05, ""conv_max_update_ratio"": 0.1, ""conv_memory_bonus"": 0.08, ""conv_step_floor"": 0.82, ""cost_penalty_weight"": 0.02, ""descent_weight"": 0.52, ""dimension_power"": 0.06, ""energy_decay"": 0.97, ""energy_power"": 0.58, ""fallback_threshold"": 0.06, ""grad_decay"": 0.97, ""improvement_weight"": 0.04, ""lr"": 0.012, ""magnitude_mode"": ""energy_normalized"", ""matrix_candidate_mode"": ""row_column_consensus"", ""matrix_consensus_bonus"": 0.04, ""max_scale"": 1.45, ""max_update_ratio"": 0.16, ""memory_decay"": 0.88, ""min_scale"": 0.82, ""oscillation_penalty"": 0.12, ""recoverability_drop_fraction"": 0.1, ""recoverability_interval"": 8, ""recoverability_keep_ratio"": 0.5, ""recoverability_noise_scale"": 0.02, ""recoverability_samples"": 0, ""recoverability_weight"": 0.0, ""recovery_threshold"": 0.55, ""row_column_energy_weight"": 0.55, ""row_column_mix"": 0.6, ""selection_mode"": ""winner_take_all"", ""selection_temperature"": 0.25, ""small_matrix_cutoff"": 768, ""smooth_decay"": 0.94, ""stability_weight"": 0.2, ""stable_consensus_bonus"": 0.08, ""trust_decay"": 0.9, ""use_gradient_candidate"": true, ""use_low_rank_candidate"": true, ""use_recoverability_gate"": false, ""use_stable_consensus_candidate"": true, ""use_trusted_direction_candidate"": true, ""weight_decay"": 0.0}",0.40459371730685234,0.1012920867651701,0.9471354186534882,0.97265625,56.0,14.0,4.599851833074354,0.026538786141610704,0.0,0.9612001020164025
tuning,breast_cancer_mlp,bcdo_cnn_reference,2,"{""block_strategy"": ""tensor"", ""coherence_weight"": 0.28, ""conflict_penalty"": 0.12, ""consensus_matrix_mix"": 0.0, ""consensus_memory_mix"": 0.44, ""conv_consensus_bonus"": 0.06, ""conv_energy_power_bonus"": 0.24, ""conv_fallback_relaxation"": 0.05, ""conv_max_update_ratio"": 0.14, ""conv_memory_bonus"": 0.12, ""conv_step_floor"": 0.74, ""cost_penalty_weight"": 0.04, ""descent_weight"": 0.6, ""dimension_power"": 0.06, ""energy_decay"": 0.97, ""energy_power"": 0.45, ""fallback_threshold"": 0.0, ""grad_decay"": 0.97, ""improvement_weight"": 0.04, ""lr"": 0.015, ""magnitude_mode"": ""energy_normalized"", ""matrix_candidate_mode"": ""row_column_consensus"", ""matrix_consensus_bonus"": 0.08, ""max_scale"": 1.45, ""max_update_ratio"": 0.22, ""memory_decay"": 0.84, ""min_scale"": 0.82, ""oscillation_penalty"": 0.08, ""recoverability_drop_fraction"": 0.1, ""recoverability_interval"": 12, ""recoverability_keep_ratio"": 0.5, ""recoverability_noise_scale"": 0.02, ""recoverability_samples"": 0, ""recoverability_weight"": 0.0, ""recovery_threshold"": 0.55, ""row_column_energy_weight"": 0.7, ""row_column_mix"": 0.45, ""selection_mode"": ""winner_take_all"", ""selection_temperature"": 0.25, ""small_matrix_cutoff"": 512, ""smooth_decay"": 0.96, ""stability_weight"": 0.2, ""stable_consensus_bonus"": 0.04, ""trust_decay"": 0.9, ""use_gradient_candidate"": true, ""use_low_rank_candidate"": true, ""use_recoverability_gate"": true, ""use_stable_consensus_candidate"": true, ""use_trusted_direction_candidate"": true, ""weight_decay"": 0.0001}",0.3579864986240864,0.12046404927968979,0.9138020873069763,0.96484375,56.0,14.0,3.952299541910179,0.04005877806305219,0.0,0.9507944061688784
tuning,breast_cancer_mlp,magneto_hamiltonian_adam,1,"{""activation_conflict_weight"": 0.7, ""activation_rotation_threshold"": 0.38, ""activation_rotation_weight"": 0.5, ""adaptive_mass_trust"": 0.08, ""alignment_strength"": 0.14, ""betas"": [0.9, 0.999], ""coherence_strength"": 0.12, ""conflict_damping"": 0.2, ""conflict_gate_threshold"": 0.28, ""drift_threshold"": 0.035, ""energy_correction_strength"": 0.06, ""field_clip"": 2.0, ""fixed_mass"": 1.0, ""friction"": 0.03, ""lr"": 0.02, ""mass_alignment_strength"": 0.25, ""mass_anisotropy_cap"": 1.5, ""mass_change_cap"": 1.05, ""mass_mode"": ""fixed"", ""mass_shock_penalty"": 1.4, ""mass_smoothing"": 0.98, ""mass_warmup_steps"": 32, ""max_alignment_scale"": 1.12, ""max_energy_correction"": 0.16, ""max_inverse_mass"": 1.45, ""max_projection"": 0.25, ""min_alignment_scale"": 0.88, ""min_inverse_mass"": 0.55, ""mode"": ""dissipative_hamiltonian"", ""projection_activation_threshold"": 0.18, ""projection_strength"": 0.12, ""relative_energy_floor"": 0.1, ""rotation_penalty"": 0.22, ""stable_coherence_bonus"": 0.24, ""use_adam_preconditioning"": true, ""use_decoupled_weight_decay"": true, ""use_energy_correction"": true, ""use_friction"": true, ""weight_decay"": 0.0001}",0.4700128585100174,0.46954527497291565,0.8414062559604645,0.9375,,,0.740413208026439,0.009849777331897026,0.0,0.8900529836361136
tuning,breast_cancer_mlp,magneto_hamiltonian_adam,2,"{""activation_conflict_weight"": 0.7, ""activation_rotation_threshold"": 0.55, ""activation_rotation_weight"": 0.5, ""adaptive_mass_trust"": 0.04, ""alignment_strength"": 0.22, ""betas"": [0.9, 0.99], ""coherence_strength"": 0.06, ""conflict_damping"": 0.32, ""conflict_gate_threshold"": 0.4, ""drift_threshold"": 0.02, ""energy_correction_strength"": 0.0, ""field_clip"": 2.0, ""fixed_mass"": 0.75, ""friction"": 0.02, ""lr"": 0.015, ""mass_alignment_strength"": 0.0, ""mass_anisotropy_cap"": 1.6, ""mass_change_cap"": 1.03, ""mass_mode"": ""fixed"", ""mass_shock_penalty"": 1.0, ""mass_smoothing"": 0.99, ""mass_warmup_steps"": 16, ""max_alignment_scale"": 1.08, ""max_energy_correction"": 0.16, ""max_inverse_mass"": 1.7, ""max_projection"": 0.25, ""min_alignment_scale"": 0.85, ""min_inverse_mass"": 0.65, ""mode"": ""leapfrog_with_closure"", ""projection_activation_threshold"": 0.35, ""projection_strength"": 0.0, ""relative_energy_floor"": 0.1, ""rotation_penalty"": 0.12, ""stable_coherence_bonus"": 0.0, ""use_adam_preconditioning"": true, ""use_decoupled_weight_decay"": true, ""use_energy_correction"": true, ""use_friction"": true, ""weight_decay"": 0.0}",0.531560480594635,0.5233758091926575,0.7473958432674408,0.8669270873069763,,,0.7344490420073271,0.0063127659641034626,0.0,0.8142738680895054
tuning,breast_cancer_mlp,adamw,1,"{""lr"": 0.001, ""weight_decay"": 0.0001}",0.32889560982584953,0.11464622989296913,0.8804687559604645,0.953125,70.0,,0.16430720791686326,0.047471917481842985,0.0,0.9392867811366109
tuning,breast_cancer_mlp,adamw,2,"{""lr"": 0.003, ""weight_decay"": 0.0001}",0.3963897079229355,0.1001975191757083,0.9432291686534882,0.9765625,42.0,70.0,0.1528260000050068,0.02756500763738262,0.0,0.96516449770056
